"","ch_edaphic_eivdescombes_pixel_d","ch_edaphic_eivdescombes_pixel_f","ch_edaphic_eivdescombes_pixel_h","ch_edaphic_eivdescombes_pixel_k","ch_edaphic_eivdescombes_pixel_l","ch_edaphic_eivdescombes_pixel_n","ch_edaphic_eivdescombes_pixel_r","ch_edaphic_eivdescombes_pixel_w","meanEVI_annualmax_2017_2021","meanEVI_annualmean_2017_2021","meanEVI_annualmedian_2017_2021","meanEVI_annualmin_2017_2021","meanEVI_annualrange_2017_2021","meanEVI_annualstd_2017_2021","meanGCI_annualmax_2017_2021","meanGCI_annualmean_2017_2021","meanGCI_annualmedian_2017_2021","meanGCI_annualmin_2017_2021","meanGCI_annualrange_2017_2021","meanGCI_annualstd_2017_2021","gdd0Y_8110_LV95","gdd3Y_8110_LV95","gdd5Y_8110_LV95","AI_8110_LV95","bio1_t_8110_LV95","bio2_tdr_8110_LV95","bio3_tiso_8110_LV95","bio4_ts_8110_LV95","bio5_tmaxw_8110_LV95","bio6_tminc_8110_LV95","bio7_tar_8110_LV95","bio8_twetq_8110_LV95","bio9_tdryq_8110_LV95","bio10_twarmq_8110_LV95","bio11_tcoldq_8110_LV95","bio12_p_8110_LV95","bio13_pwet_8110_LV95","bio14_pdry_8110_LV95","bio15_ps_8110_LV95","bio16_pwetq_8110_LV95","bio17_pdryq_8110_LV95","bio18_pwarmq_8110_LV95","bio19_pcoldq_8110_LV95","etpY_8110_LV95","east_mean","eastSlope_mean","mnt_mean","north_mean","northSlope_mean","roughness_mean","slope_mean","TPI_mean","TRI_mean","CanopyVaud2m_max","CanopyVaud2m_mean","CanopyVaud2m_median","CanopyVaud2m_min","CanopyVaud2m_sd","ForetBuissannante_prop","ForetClairsemee_prop","ForetDense_prop","Glacier_prop","RocheMeubler_prop","Rocks_Min80Per_prop","ZHumide_prop","sradY","SCD15_final","SCD40_final"
"202",2.49819874763489,3.05452609062195,3.30289459228516,3.00880241394043,3.88946151733398,2.48558712005615,5.9838228225708,1.63336288928986,67377998,8460000,12575000,-79617504,143590000,26995000,47905000,16897500,12260000,-5850000,53755000,19062500,1379.40002441406,811.200012207031,525.700012207031,11,2,6.80000019073486,31.2000007629395,556.5,14.1000003814697,-7.90000009536743,22,9,-2.59999990463257,9,-4.19999980926514,2140,214.5,140.5,13.8999996185303,635.099975585938,461.5,635.099975585938,537.799987792969,260.299987792969,0.751875102519989,0.320598542690277,1984.74499511719,-0.658822655677795,-0.281127899885178,1.11554634571075,25.2724590301514,0.0465736389160156,0.297090321779251,0.386474609375,0.215240478515625,0.20147705078125,0.071533203125,0.129707291722298,0,0,0,0,1,0,0,82314.0625,146,146
"203",2.50345706939697,3.07772350311279,3.18054699897766,3.03466200828552,3.69674777984619,2.5351927280426,6.45479774475098,1.78770625591278,2622348125,134784992,12447500,-21125000,3290242560,635172500,62977500,21795000,16530000,-4150000,67127504,24627500,1776.19995117188,1118.40002441406,770.900024414062,12,3.59999990463257,7.40000009536743,32.5,570.700012207031,16.2000007629395,-6.59999990463257,22.7999992370605,10.6999998092651,-0.899999976158142,10.6999998092651,-2.79999995231628,1906,190.699996948242,127.099998474121,13.3999996185303,563.5,413.799987792969,563.5,475.5,253.5,-0.382557392120361,-0.180887386202812,1798.69506835938,0.923841536045074,0.436895072460175,1.36778426170349,28.224142074585,-0.00467681884765625,0.41180419921875,0.108642578125,0.052001953125,0.0496826171875,0,0.0601660124957561,0,0,0,0,0,0,0,55252.1171875,133,133
"204",1.96474695205688,3.24149107933044,3.59111380577087,2.89436173439026,3.2838659286499,2.7998685836792,6.00107145309448,1.91903018951416,26466001,9350000,8322500,-7825000,34590000,9485000,68885000,18767500,5760000,-8495000,77380000,26430000,2038.59997558594,1331.40002441406,948.799987792969,17,4.59999990463257,8,33.5999984741211,588.400024414062,17.7999992370605,-6.09999990463257,23.8999996185303,12,0.100000001490116,12,-2.09999990463257,1711,175.199996948242,122.199996948242,13.6999998092651,512.5,374.399993896484,512.5,405.5,299.200012207031,-0.878242075443268,-0.148969978094101,1811.68505859375,0.456321507692337,0.0787698850035667,0.513319253921509,9.80714511871338,-0.0115623474121094,0.141801625490189,0.3826904296875,0.24285888671875,0.24969482421875,0.08935546875,0.157188668847084,0.00999999977648258,0,0,0,0,0,0,68457.265625,138,133
"205",2.30058145523071,3.13750028610229,3.42157649993896,2.87301898002625,3.30818247795105,2.72829627990723,6.21285581588745,1.74109184741974,89224004,6112500,825000,-58075000,148697504,25807500,118937504,-2702500,232500,-272612512,391550016,80212496,2028.40002441406,1322,940.200012207031,10,4.59999990463257,8,33.7999992370605,582,17.7000007629395,-6.09999990463257,23.7999992370605,11.8999996185303,0,11.8999996185303,-2.09999990463257,1802.80004882812,182.899993896484,124.599998474121,13.6000003814697,537.299987792969,392.299987792969,537.299987792969,438.100006103516,201.899993896484,0.918532907962799,0.484314262866974,1626.64501953125,0.38967952132225,0.202820584177971,1.29332137107849,31.7839012145996,0.0537185668945312,0.370001912117004,0,0,0,0,0,0,0,0,0,0.0900000035762787,0,0,43954.11328125,126,126
"206",2.58577394485474,3.12720584869385,3.28362369537354,2.88129472732544,3.44111728668213,2.58790969848633,6.28799200057983,1.69102919101715,91495996,6782500,635000,-38060000,148980000,31757500,45397500,445000,-2255000,-55875000,101277504,21127500,1961.40002441406,1267.40002441406,894.099975585938,8,4.30000019073486,7.80000019073486,33.5,580.299987792969,17.2999992370605,-6.19999980926514,23.5,11.6000003814697,-0.100000001490116,11.6000003814697,-2.29999995231628,1806.90002441406,183.5,125.099998474121,13.6000003814697,538.900024414062,393.100006103516,538.900024414062,438.299987792969,167.300003051758,0.65872448682785,0.431312203407288,1710.84252929688,0.747594177722931,0.491213709115982,2.23109269142151,41.0413017272949,-0.110317230224609,0.623187601566315,0,0,0,0,0,0,0,0,0,0.709999978542328,0,0,33587.47265625,50,50
"207",2.17748403549194,3.15024375915527,3.52244019508362,2.93789935112,3.44823622703552,2.71494460105896,6.07943534851074,1.78403413295746,114737998,14112500,6852500,-6282500,143130000,30567500,67767504,15502500,-220000,-30507500,98275000,28852500,1996.5,1297,919.700012207031,16,4.5,7.90000009536743,33.5,585,17.6000003814697,-6.19999980926514,23.7999992370605,11.8000001907349,0,11.8000001907349,-2.29999995231628,1733.09997558594,177.5,123.199996948242,13.8000001907349,519.200012207031,378.700012207031,519.200012207031,412,291.600006103516,-0.82593309879303,-0.27021324634552,1863.07751464844,0.560784578323364,0.182946220040321,1.14446341991425,19.0847396850586,0.00844955444335938,0.328748911619186,0.1458740234375,0.036468505859375,0,0,0.07293701171875,0.100000001490116,0,0,0,0.0399999991059303,0,0,65684.9375,149,149
"208",2.15950059890747,3.20454812049866,3.55199885368347,2.8598747253418,3.51974034309387,2.70713901519775,5.98550701141357,1.76963031291962,67257998,12132500,8085000,-4250000,81967504,17887500,72610000,19645000,17560000,-30102500,102712496,28505000,1961.90002441406,1268.80004882812,895.799987792969,14,4.30000019073486,7.80000019073486,33.4000015258789,582.700012207031,17.2999992370605,-6.19999980926514,23.5,11.6000003814697,-0.100000001490116,11.6000003814697,-2.29999995231628,1701.80004882812,174.699996948242,122.400001525879,13.8000001907349,510.5,372.600006103516,510.5,401.100006103516,267.899993896484,-0.0459699258208275,-0.0170863121747971,1920.14245605469,0.99735426902771,0.379295915365219,0.882215738296509,22.3532257080078,-0.0093841552734375,0.31291538476944,0.9427490234375,0.56500244140625,0.51959228515625,0.2689208984375,0.343906790018082,0,0,0,0,0,0,0,54142.625,142,136
"209",2.64118671417236,3.0955069065094,3.12444305419922,2.91912746429443,3.3334629535675,2.67803812026978,6.53358173370361,1.70500731468201,32490000,-2182500,360000,-45657500,83722496,16177500,476910016,24617500,-2740000,-60712500,537625024,116870000,2278.30004882812,1528,1116.19995117188,12,5.40000009536743,8.19999980926514,33.9000015258789,596.099975585938,18.8999996185303,-5.40000009536743,24.2999992370605,12.8999996185303,0.899999976158142,12.8999996185303,-1.39999997615814,1719.69995117188,178.300003051758,120.300003051758,14.3999996185303,519.599975585938,377.100006103516,519.599975585938,394,233.699996948242,-0.870684385299683,-0.59964919090271,1583.8349609375,0.489579141139984,0.337251365184784,2.19887971878052,43.5323638916016,-0.0224838256835938,0.720135152339935,0,0,0,0,0,0,0,0,0,0.239999994635582,0.129999995231628,0,53805.69921875,50,158
"210",2.23610925674438,3.17024183273315,3.47711110115051,2.87108135223389,3.05701303482056,2.89514803886414,6.21330833435059,1.76094794273376,47357998,-7660000,3642500,-341609984,394192512,81735000,241624992,27692500,14755000,-102097504,343722496,69662496,2054.89990234375,1342.59997558594,957.5,13,4.69999980926514,8,33.9000015258789,582,17.7999992370605,-5.90000009536743,23.7000007629395,12,0.100000001490116,12,-1.89999997615814,1820.5,183.800003051758,124.300003051758,13.5,541,395.600006103516,541,446.100006103516,258.899993896484,-0.142586603760719,-0.0733436197042465,1598.15747070312,0.977499842643738,0.511008620262146,1.38777673244476,31.5076370239258,0.092498779296875,0.471108317375183,0.1473388671875,0.084930419921875,0.09619140625,0,0.0615990683436394,0,1,0,0,0,0,0,52288.26171875,136,136
"211",2.26102900505066,3.16249132156372,3.49776315689087,2.86208415031433,3.23726201057434,2.74661040306091,6.11975860595703,1.71151828765869,27120000,2847500,697500,-19687500,48682500,10497500,95047504,8152500,537500,-5302500,100352496,22845000,1932.30004882812,1243,873.400024414062,13,4.19999980926514,7.80000019073486,33.5,575.299987792969,17.1000003814697,-6.19999980926514,23.2999992370605,11.3999996185303,-0.200000002980232,11.3999996185303,-2.29999995231628,1832.5,185.100006103516,125.199996948242,13.6000003814697,545,398,545,448.600006103516,253.800003051758,-0.293410509824753,-0.176587477326393,1713.7275390625,0.954949975013733,0.574381709098816,1.71553552150726,36.9832763671875,-0.00969696044921875,0.556245565414429,0.4725341796875,0.234100341796875,0.1572265625,0.146728515625,0.159229427576065,0,0.170000001788139,0,0,0.779999971389771,0,0,51273.6015625,138,136
"212",3.16319036483765,3.05365514755249,2.78639554977417,2.94334721565247,3.89295077323914,2.34402942657471,6.45509910583496,1.54300796985626,31463999,-14525000,715000,-221044992,253122496,56492500,94072496,4735000,-2115000,-69925000,163995008,37072500,1819.5,1152.69995117188,798.299987792969,12,3.79999995231628,7.5,32.9000015258789,572.299987792969,16.5,-6.5,23,10.8999996185303,-0.699999988079071,10.8999996185303,-2.70000004768372,1843.80004882812,186.300003051758,125.900001525879,13.6000003814697,548.599975585938,400.200012207031,548.599975585938,451.200012207031,242.600006103516,-0.986635029315948,-0.654477775096893,1817.6025390625,0.140767067670822,0.0925707519054413,2.07221126556396,41.576789855957,-0.0974884033203125,0.66221958398819,0,0,0,0,0,0,0,0,0,0,0,0,56329.6328125,162,152
"213",3.31912851333618,3.01726102828979,2.72166085243225,2.99913859367371,4.07682323455811,2.2231228351593,6.47669410705566,1.51258933544159,3860810000,236677504,650000,-40757500,4851049984,1057030000,15872500,1297500,-1467500,-5012500,20885000,6345000,1745.90002441406,1094.30004882812,750.700012207031,8,3.5,7.30000019073486,32.5,570.5,16.1000003814697,-6.69999980926514,22.7999992370605,10.6000003814697,-1,10.6000003814697,-2.90000009536743,1851.40002441406,187.199996948242,126.400001525879,13.6999998092651,551.200012207031,401.600006103516,551.200012207031,453,169.300003051758,-0.179887488484383,-0.122707456350327,1898.78002929688,0.983543395996094,0.671022236347198,2.19889330863953,43.0195198059082,-0.0134315490722656,0.729166686534882,0,0,0,0,0,0,0,0,0,0.649999976158142,0.349999994039536,0,40500.64453125,178,177
"214",2.31871485710144,2.99211144447327,3.34826993942261,3.0657958984375,3.81657958030701,2.48353552818298,6.10951900482178,1.715824842453,23473999,8260000,5905000,-2037500,25805000,8140000,62837500,16322500,4260000,-5257500,68095000,23005000,1572.90002441406,958.700012207031,641.700012207031,12,2.79999995231628,7.09999990463257,31.8999996185303,563.299987792969,15.1000003814697,-7.19999980926514,22.2999992370605,9.80000019073486,-1.70000004768372,9.80000019073486,-3.5,1919,193.300003051758,129.5,13.6999998092651,570.5,415.600006103516,570.5,473.299987792969,259.299987792969,-0.99058723449707,-0.214381873607635,2026.75732421875,0.13261666893959,0.0287347920238972,0.4888916015625,12.4993925094604,-0.0123329162597656,0.168819844722748,0.0262451171875,0.006561279296875,0,0,0.01312255859375,0,0,0,0,0,0.00999999977648258,0,70386.7578125,151,150
"216",2.74319434165955,2.88582420349121,3.27140522003174,3.06713175773621,4.03945541381836,2.29864263534546,6.14202737808228,1.4978414773941,64067998,11795000,9815000,320000,74197504,16452500,55297500,12100000,-1685000,-8232500,63527500,22735000,1402.59997558594,829.400024414062,540.5,11,2.09999990463257,6.80000019073486,31.2000007629395,558.5,14.1999998092651,-7.80000019073486,22,9.10000038146973,-2.5,9.10000038146973,-4.19999980926514,2115.80004882812,213.300003051758,141,14.1999998092651,633.099975585938,453.799987792969,633.099975585938,523.5,259.100006103516,-0.985569179058075,-0.229083597660065,2136.48779296875,-0.169262230396271,-0.0393431074917316,0.550347208976746,13.4406442642212,-5.340576171875e-05,0.186804875731468,0.430908203125,0.36895751953125,0.3541259765625,0.322265625,0.049499124288559,0,0,0,0,0,0,0,71439.265625,167,167
"217",2.73708009719849,2.92094206809998,3.29931211471558,3.03629374504089,4.03404092788696,2.28743696212769,6.13732385635376,1.49271965026855,62032002,9852500,7172500,-6765000,79592496,15657500,40895000,8417500,-1315000,-7922500,48817500,16900000,1399.40002441406,827,538.599975585938,11,2.09999990463257,6.80000019073486,31.1000003814697,558.5,14.1999998092651,-7.80000019073486,22,9.10000038146973,-2.5,9.10000038146973,-4.19999980926514,2118.60009765625,213.5,141.100006103516,14.1999998092651,633.700012207031,454.399993896484,633.700012207031,524.599975585938,256.5,-0.967065811157227,-0.247628793120384,2147.99609375,-0.250339955091476,-0.0635123550891876,0.569010436534882,14.8324146270752,0.013336181640625,0.185187444090843,0,0,0,0,0,0,0,0,0,0,0,0,74471.4765625,167,167
"218",2.77758741378784,3.02456521987915,3.27550911903381,2.98916816711426,4.09883403778076,2.23633408546448,6.14094972610474,1.55472183227539,20246000,1580000,965000,-16745000,38510000,8950000,18567500,-1687500,-3715000,-18690000,37255000,8540000,1398.90002441406,827.099975585938,539,10,2,6.80000019073486,31.2000007629395,559.099975585938,14.1999998092651,-7.80000019073486,22,9,-2.5,9,-4.19999980926514,2111.39990234375,213,141.199996948242,14.3000001907349,632.900024414062,452.200012207031,632.900024414062,520.700012207031,240.199996948242,-0.8464515209198,-0.0213555004447699,2138.07177734375,0.532127201557159,0.0134234614670277,0.0697157084941864,1.4456387758255,-0.00018310546875,0.0195990670472383,0,0,0,0,0,0,0,0,0,0.170000001788139,0,0,64319.26171875,165,165
"219",2.59643316268921,3.13587236404419,3.33908176422119,2.95814204216003,4.05078458786011,2.28158187866211,6.04266786575317,1.64492070674896,14600000,592500,1055000,-33845000,48657500,9757500,255982496,14102500,-3675000,-12077500,268060000,64717500,1399.80004882812,827.700012207031,539.599975585938,10,2.09999990463257,6.80000019073486,31.2000007629395,559.099975585938,14.1999998092651,-7.80000019073486,22,9.10000038146973,-2.5,9.10000038146973,-4.19999980926514,2110.30004882812,212.899993896484,141.100006103516,14.3000001907349,632.599975585938,451.899993896484,632.599975585938,520.299987792969,239.800003051758,-0.967767596244812,-0.00360867823474109,2138.01245117188,0.250159978866577,0.000938409240916371,0.00911458302289248,0.213729247450829,-0.00018310546875,0.00300767691805959,0,0,0,0,0,0,0,0,0,0.119999997317791,0,0,61800.8046875,170,175
"220",2.49559044837952,3.22612714767456,3.27395224571228,2.92495703697205,4.05177450180054,2.34309792518616,6.08616638183594,1.7165584564209,319561992,33507500,1047500,-8882500,390482496,105370000,24172500,-1735000,-3930000,-26792500,50962500,11530000,1402.30004882812,829.5,540.900024414062,9,2.09999990463257,6.80000019073486,31.2999992370605,559.799987792969,14.1999998092651,-7.80000019073486,22,9.10000038146973,-2.5,9.10000038146973,-4.19999980926514,2105.60009765625,212.5,141,14.3000001907349,631.099975585938,451,631.099975585938,518.799987792969,230.699996948242,0.252233475446701,0.0143201230093837,2137.06518554688,0.9676393866539,0.0549344345927238,0.138671875,3.25452947616577,-6.866455078125e-05,0.0447048619389534,0.237060546875,0.05926513671875,0,0,0.1185302734375,0,0,0,0,0,0,0,60855.9375,179,179
"221",2.99913811683655,3.14446067810059,3.01172804832458,2.87987327575684,4.24741077423096,2.21197438240051,6.36597490310669,1.49652850627899,19378000,1997500,1152500,-22382500,41992500,9587500,15760000,-765000,-3530000,-7365000,23130000,6880000,1360.59997558594,798.400024414062,516.700012207031,9,1.89999997615814,6.80000019073486,31,557.400024414062,13.8999996185303,-7.90000009536743,21.8999996185303,8.80000019073486,-2.70000004768372,8.80000019073486,-4.30000019073486,2084.89990234375,210.800003051758,140.300003051758,14.3000001907349,625.099975585938,447,625.099975585938,512.099975585938,216.199996948242,-0.475828647613525,-0.158669054508209,2224.01000976562,0.879482626914978,0.293271452188492,0.944661438465118,19.478946685791,6.103515625e-05,0.275417745113373,0,0,0,0,0,0,0,0,0,1,0,0,62477.08203125,188,188
"222",3.21644520759583,2.95765709877014,2.91519069671631,3.03390598297119,4.20275640487671,2.14293026924133,6.48202323913574,1.48937463760376,48056001,6662500,1720000,-22212500,78080000,18360000,35837500,1842500,-3630000,-8187500,44025000,1.3e+07,1365.59997558594,802,519.5,11,1.89999997615814,6.80000019073486,31.1000003814697,557.099975585938,14,-7.90000009536743,21.8999996185303,8.89999961853027,-2.59999990463257,8.89999961853027,-4.30000019073486,2072.19995117188,209.399993896484,139.399993896484,14.1999998092651,620.5,444.899993896484,620.5,509.600006103516,233.899993896484,0.975480437278748,0.227267533540726,2222.62817382812,0.219478443264961,0.0511337369680405,0.556640625,13.472674369812,3.814697265625e-05,0.18440754711628,0.056640625,0.01416015625,0,0,0.0283203125,0,0,0,0,0,0.990000009536743,0,72342.59375,177,166
"223",3.07385993003845,3.02293348312378,3.00452089309692,2.97054886817932,4.17623615264893,2.17988014221191,6.20292806625366,1.49282622337341,14704000,3652500,1762500,-18727500,33462500,8407500,10570000,-2102500,-2920000,-7110000,17677500,4660000,1381.90002441406,814.099975585938,528.799987792969,10,2,6.80000019073486,31.1000003814697,557.5,14.1000003814697,-7.80000019073486,21.8999996185303,9,-2.59999990463257,9,-4.19999980926514,2084.5,210.5,139.899993896484,14.1999998092651,623.599975585938,447.700012207031,623.599975585938,513.799987792969,224.5,0.563834071159363,0.173452913761139,2190.73901367188,0.825772404670715,0.253952115774155,0.900797545909882,17.9126033782959,-0.00429534912109375,0.246127665042877,0,0,0,0,0,0,0,0,0,0,0.129999995231628,0,61313.48828125,179,170
"224",2.65990710258484,2.99405860900879,3.15752363204956,3.00340962409973,4.02463483810425,2.28304409980774,6.25641012191772,1.59086978435516,34292000,6622500,8640000,-38462500,76880000,15302500,33072500,5750000,-555000,-8095000,41167500,13242500,1407.90002441406,833.099975585938,543.299987792969,11,2.09999990463257,6.90000009536743,31.3999996185303,557.299987792969,14.1999998092651,-7.80000019073486,22,9.10000038146973,-2.5,9.10000038146973,-4.09999990463257,2127.80004882812,214,141,14.1000003814697,634.700012207031,457.399993896484,634.700012207031,529.799987792969,274.399993896484,-0.985404491424561,-0.165198564529419,2088.69921875,-0.169417142868042,-0.0284005925059319,0.381863057613373,9.65096855163574,-6.866455078125e-05,0.127366811037064,0.359375,0.20635986328125,0.1705322265625,0.125,0.104808367788792,0,0,0,0,0,0,0,69740.5703125,162,162
"225",2.65794467926025,2.90019965171814,3.33747434616089,3.07796573638916,3.93780660629272,2.30965161323547,6.15223550796509,1.58091628551483,28296001,5402500,14087500,-104430000,133840000,28700000,63995000,17810000,6590000,-5075000,69072496,23662500,1408.09997558594,833.200012207031,543.200012207031,12,2.09999990463257,6.90000009536743,31.5,556.700012207031,14.1999998092651,-7.69999980926514,21.8999996185303,9.10000038146973,-2.5,9.10000038146973,-4.09999990463257,2118,212.800003051758,140.199996948242,14,630.400024414062,456.100006103516,630.400024414062,528.299987792969,279.899993896484,0.340804517269135,0.226152911782265,2055.56982421875,-0.940088033676147,-0.623853921890259,2.24289274215698,41.5760841369629,0.0022735595703125,0.693810343742371,0.296875,0.07421875,0,0,0.1484375,0,0,0,0,0,0.0399999991059303,0,87800.359375,145,144
